INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172033188,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,FALSE,2017-04-28T17:05:00Z,2017,4,Friday,17,Part Three,PATTERSON WAY,42.3308284,-71.05192376,"(42.33082840, -71.05192376)"
I182075320,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,288,FALSE,2018-09-18T10:52:00Z,2018,9,Tuesday,10,Part Two,ROXBURY ST,42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
I152066881,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,216,FALSE,2015-08-13T09:28:00Z,2015,8,Thursday,9,Part Two,E ST,42.33468351,-71.05295207,"(42.33468351, -71.05295207)"
I172053377,3114,Investigate Property,INVESTIGATE PROPERTY,A1,106,FALSE,2017-07-02T20:47:00Z,2017,7,Sunday,20,Part Three,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
I172105996,3301,Verbal Disputes,VERBAL DISPUTE,B3,450,FALSE,2017-12-24T08:47:00Z,2017,12,Sunday,8,Part Three,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I182067981,616,Larceny,LARCENY THEFT OF BICYCLE,D14,779,FALSE,2018-08-24T16:00:00Z,2018,8,Friday,16,Part One,MURDOCK ST,42.351743,-71.14705536,"(42.35174300, -71.14705536)"
I162063042,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,253,FALSE,2016-08-06T10:26:00Z,2016,8,Saturday,10,Other,ELM ST,42.30085534,-71.05300053,"(42.30085534, -71.05300053)"
I182001109,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,577,FALSE,2018-01-03T20:00:00Z,2018,1,Wednesday,20,Part Three,DALRYMPLE ST,42.31517051,-71.1012512,"(42.31517051, -71.10125120)"
I162002944,3115,Investigate Person,INVESTIGATE PERSON,C11,355,FALSE,2016-01-11T17:33:00Z,2016,1,Monday,17,Part Three,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)"
I152080951,2610,Other,TRESPASSING,B2,326,FALSE,2015-09-29T01:33:00Z,2015,9,Tuesday,1,Part Two,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I162091641,3115,Investigate Person,INVESTIGATE PERSON,E13,912,FALSE,2016-11-08T16:44:00Z,2016,11,Tuesday,16,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I162007694,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,A7,17,FALSE,2016-01-29T09:37:00Z,2016,1,Friday,9,Part Three,BREMEN ST,42.37842947,-71.02778665,"(42.37842947, -71.02778665)"
I162071090,3115,Investigate Person,INVESTIGATE PERSON,B3,467,FALSE,2016-09-01T07:51:00Z,2016,9,Thursday,7,Part Three,WELLINGTON HILL ST,42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
I172013032,617,Larceny,LARCENY THEFT FROM BUILDING,D14,761,FALSE,2017-02-17T12:37:00Z,2017,2,Friday,12,Part One,BEECHCROFT ST,42.35167293,-71.16115206,"(42.35167293, -71.16115206)"
I172036330,3502,Missing Person Located,MISSING PERSON - LOCATED,D4,273,FALSE,2017-05-08T14:15:00Z,2017,5,Monday,14,Part Three,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.33665048, -71.07841035)"
I172097719,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,306,FALSE,2017-11-23T21:35:00Z,2017,11,Thursday,21,Part Three,WASHINGTON ST,42.31795048,-71.09617099,"(42.31795048, -71.09617099)"
I172023542,2610,Other,TRESPASSING,D4,171,FALSE,2017-03-26T15:45:00Z,2017,3,Sunday,15,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
I172044613,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,FALSE,2017-06-05T14:30:00Z,2017,6,Monday,14,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I162021330,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,118,FALSE,2016-03-19T02:18:00Z,2016,3,Saturday,2,Part One,TREMONT ST,42.35202343,-71.06463445,"(42.35202343, -71.06463445)"
I162041061,3115,Investigate Person,INVESTIGATE PERSON,C11,935,FALSE,2016-05-26T00:06:00Z,2016,5,Thursday,0,Part Three,DORCHESTER AVE,42.27273548,-71.06792411,"(42.27273548, -71.06792411)"
I162057566,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,100,FALSE,2016-07-19T12:45:00Z,2016,7,Tuesday,12,Part Three,OLIVER ST,42.35696957,-71.05441742,"(42.35696957, -71.05441742)"
I162009223,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,807,FALSE,2016-02-02T21:05:00Z,2016,2,Tuesday,21,Part Three,WESTERN AVE,42.36284173,-71.13792234,"(42.36284173, -71.13792234)"
I182044840,3125,Warrant Arrests,WARRANT ARREST,B2,NA,FALSE,2018-06-10T02:29:00Z,2018,6,Sunday,2,Part Three,ELM HILL AVE,NA,NA,"(0.00000000, 0.00000000)"
I162063051,3301,Verbal Disputes,VERBAL DISPUTE,E18,493,FALSE,2016-08-06T11:50:00Z,2016,8,Saturday,11,Part Three,RIVER ST,42.26062899,-71.11523335,"(42.26062899, -71.11523335)"
I182013446,617,Larceny,LARCENY THEFT FROM BUILDING,A1,123,FALSE,2018-02-20T16:05:00Z,2018,2,Tuesday,16,Part One,WASHINGTON ST,NA,NA,"(0.00000000, 0.00000000)"
I172065689,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,FALSE,2017-08-10T18:57:00Z,2017,8,Thursday,18,Part Two,PARKMAN ST,42.29648529,-71.05968306,"(42.29648529, -71.05968306)"
I172068486,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,NA,FALSE,2017-08-19T16:39:00Z,2017,8,Saturday,16,Part Three,TREMONT ST,NA,NA,"(0.00000000, 0.00000000)"
I182020061,3115,Investigate Person,INVESTIGATE PERSON,B3,432,FALSE,2018-03-17T11:12:00Z,2018,3,Saturday,11,Part Three,BALLOU AVE,42.28555413,-71.08245623,"(42.28555413, -71.08245623)"
I162015302,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",A15,900,FALSE,2016-02-26T17:55:00Z,2016,2,Friday,17,Part Two,DECATUR ST,42.37829205,-71.05387024,"(42.37829205, -71.05387024)"
I162075373,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,111,FALSE,2016-09-15T13:20:00Z,2016,9,Thursday,13,Part Three,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)"
I172014496,613,Larceny,LARCENY SHOPLIFTING,D4,146,FALSE,2017-01-30T10:37:00Z,2017,1,Monday,10,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I172062560,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,134,FALSE,2017-08-01T13:31:00Z,2017,8,Tuesday,13,Part Three,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I162094078,3410,Towed,TOWED MOTOR VEHICLE,D4,131,FALSE,2016-11-17T11:47:00Z,2016,11,Thursday,11,Part Three,BEACON ST,42.35451931,-71.07588082,"(42.35451931, -71.07588082)"
I182075249,616,Larceny,LARCENY THEFT OF BICYCLE,E13,582,FALSE,2018-09-18T02:13:00Z,2018,9,Tuesday,2,Part One,DAY ST,42.32485142,-71.10784125,"(42.32485142, -71.10784125)"
I162005324,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,A1,83,FALSE,2016-01-20T12:20:00Z,2016,1,Wednesday,12,Part Three,HANOVER ST,42.36683278,-71.05261725,"(42.36683278, -71.05261725)"
I182001449,3115,Investigate Person,INVESTIGATE PERSON,E18,482,FALSE,2018-01-06T20:20:00Z,2018,1,Saturday,20,Part Three,TESLA ST,42.2661068,-71.09656048,"(42.26610680, -71.09656048)"
I162054443,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,118,FALSE,2016-07-08T19:15:00Z,2016,7,Friday,19,Part One,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162012600,724,Auto Theft,AUTO THEFT,B2,182,FALSE,2016-02-17T02:24:00Z,2016,2,Wednesday,2,Part One,ALBION ST,42.3220384,-71.07140396,"(42.32203840, -71.07140396)"
I172060612,3410,Towed,TOWED MOTOR VEHICLE,D14,791,FALSE,2017-07-26T11:06:00Z,2017,7,Wednesday,11,Part Three,EGREMONT RD,42.34296677,-71.14152184,"(42.34296677, -71.14152184)"
I182015157,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,FALSE,2018-02-26T19:48:00Z,2018,2,Monday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152051612,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC.",E13,652,FALSE,2015-06-22T12:55:00Z,2015,6,Monday,12,Part Two,SOUTH ST,42.300996,-71.114609,"(42.30099600, -71.11460900)"
I152088057,1415,Vandalism,GRAFFITI,D4,619,FALSE,2015-10-23T14:35:00Z,2015,10,Friday,14,Part Two,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I152084554,613,Larceny,LARCENY SHOPLIFTING,A1,103,FALSE,2015-10-09T12:15:00Z,2015,10,Friday,12,Part One,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
I172025143,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,NA,FALSE,2017-04-01T00:22:00Z,2017,4,Saturday,0,Part Three,BLUE HILL AVE,NA,NA,"(0.00000000, 0.00000000)"
I172055116,619,Larceny,LARCENY ALL OTHERS,D4,623,FALSE,2017-07-08T12:27:00Z,2017,7,Saturday,12,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I162052127,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E13,304,FALSE,2016-07-01T05:10:00Z,2016,7,Friday,5,Part Three,COLUMBUS AVE,42.31893878,-71.09826197,"(42.31893878, -71.09826197)"
I162059165,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,271,FALSE,2016-07-24T22:30:00Z,2016,7,Sunday,22,Part One,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
I152052234,2647,Other,THREATS TO DO BODILY HARM,E18,498,FALSE,2015-06-22T22:00:00Z,2015,6,Monday,22,Part Two,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I152068108,1874,Drug Violation,DRUGS - OTHER,A7,28,FALSE,2015-08-17T16:28:00Z,2015,8,Monday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172031355,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,651,FALSE,2017-04-22T12:28:00Z,2017,4,Saturday,12,Part Two,SOUTH ST,42.30512949,-71.11461873,"(42.30512949, -71.11461873)"
I162021992,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,555,FALSE,2016-03-21T14:32:00Z,2016,3,Monday,14,Part Three,GREW AVE,42.27631028,-71.12253393,"(42.27631028, -71.12253393)"
I182057483,301,Robbery,ROBBERY - STREET,B2,280,FALSE,2018-07-21T14:40:00Z,2018,7,Saturday,14,Part One,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182020372,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,211,FALSE,2018-03-18T15:16:00Z,2018,3,Sunday,15,Part Two,D ST,42.33958572,-71.0499288,"(42.33958572, -71.04992880)"
I152063384,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,900,FALSE,2015-07-31T22:45:00Z,2015,7,Friday,22,Part Two,MEDFORD ST,42.37923646,-71.05788916,"(42.37923646, -71.05788916)"
I172042659,3410,Towed,TOWED MOTOR VEHICLE,D14,806,FALSE,2017-05-30T10:23:00Z,2017,5,Tuesday,10,Part Three,WESTERN AVE,42.36223947,-71.14174147,"(42.36223947, -71.14174147)"
I172023694,3114,Investigate Property,INVESTIGATE PROPERTY,D14,801,FALSE,2017-03-27T09:24:00Z,2017,3,Monday,9,Part Three,FARRINGTON AVE,42.35445939,-71.13091268,"(42.35445939, -71.13091268)"
I152079684,1845,Drug Violation,DRUGS - POSS CLASS D,B2,282,FALSE,2015-09-24T18:30:00Z,2015,9,Thursday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I152072026,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,133,FALSE,2015-08-28T18:00:00Z,2015,8,Friday,18,Part One,COMMONWEALTH AVE,42.353173580000004,-71.07266833,"(42.35317358, -71.07266833)"
I152067551,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING ÊBICYCLE - INJURY,E18,495,FALSE,2015-08-15T12:36:00Z,2015,8,Saturday,12,Part Three,HYDE PARK AVE,42.26496475,-71.12123167,"(42.26496475, -71.12123167)"
I162074835,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,527,FALSE,2016-09-13T19:08:00Z,2016,9,Tuesday,19,Part Three,CLIFFORD ST,42.23578713,-71.13034026,"(42.23578713, -71.13034026)"
I172105922,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,300,FALSE,2017-12-23T22:26:00Z,2017,12,Saturday,22,Part Three,CEDAR ST,42.32541109,-71.09141411,"(42.32541109, -71.09141411)"
I162078402,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,133,TRUE,2016-09-25T02:08:00Z,2016,9,Sunday,2,Part One,CLARENDON ST,42.35147336,-71.07560042,"(42.35147336, -71.07560042)"
I172075661,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,54,FALSE,2017-09-11T10:00:00Z,2017,9,Monday,10,Part Three,SULLIVAN ST,42.37869265,-71.0655453,"(42.37869265, -71.06554530)"
I182022489,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,320,FALSE,2018-03-26T01:57:00Z,2018,3,Monday,1,Part One,BLUE HILL AVE,42.3088984,-71.0830519,"(42.30889840, -71.08305190)"
I152102372,1874,Drug Violation,DRUGS - OTHER,A1,116,FALSE,2015-12-11T17:09:00Z,2015,12,Friday,17,Part Two,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I172026732,3115,Investigate Person,INVESTIGATE PERSON,B2,276,FALSE,2017-03-13T10:00:00Z,2017,3,Monday,10,Part Three,DEWITT DR,42.33407685,-71.08356424,"(42.33407685, -71.08356424)"
I162073831,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,102,FALSE,2016-09-10T14:41:00Z,2016,9,Saturday,14,Part Two,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I162057365,2405,Disorderly Conduct,DISORDERLY CONDUCT,C11,334,FALSE,2016-07-18T23:53:00Z,2016,7,Monday,23,Part Two,HOWE ST,42.31136188,-71.0644231,"(42.31136188, -71.06442310)"
I152062318,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,D14,797,FALSE,2015-07-28T12:42:00Z,2015,7,Tuesday,12,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182071259,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,791,FALSE,2018-09-04T18:21:00Z,2018,9,Tuesday,18,Part Three,WASHINGTON ST,42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
I182030058,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,125,FALSE,2018-04-21T17:00:00Z,2018,4,Saturday,17,Part One,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I172074020,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B2,911,FALSE,2017-09-07T02:25:00Z,2017,9,Thursday,2,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I172037068,3115,Investigate Person,INVESTIGATE PERSON,A1,173,FALSE,2017-05-11T15:10:00Z,2017,5,Thursday,15,Part Three,ATLANTIC AVE,42.35178454,-71.05590762,"(42.35178454, -71.05590762)"
I162042292,3410,Towed,TOWED MOTOR VEHICLE,D14,792,FALSE,2016-05-30T07:09:00Z,2016,5,Monday,7,Part Three,KELTON ST,42.34819899,-71.13941863,"(42.34819899, -71.13941863)"
I152097247,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,910,FALSE,2015-11-22T23:00:00Z,2015,11,Sunday,23,Part Three,JUNE ST,42.2762707,-71.13524551,"(42.27627070, -71.13524551)"
I162014592,3301,Verbal Disputes,VERBAL DISPUTE,D4,146,FALSE,2016-02-24T11:15:00Z,2016,2,Wednesday,11,Part Three,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I182069536,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,611,FALSE,2018-08-30T04:52:00Z,2018,8,Thursday,4,Part Three,MISSION PARK DR,42.3337825,-71.10934344,"(42.33378250, -71.10934344)"
I162104236,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E18,518,FALSE,2016-12-22T20:15:00Z,2016,12,Thursday,20,Part Two,CHITTICK RD,42.24743987,-71.12331799,"(42.24743987, -71.12331799)"
I162064809,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,584,FALSE,2016-08-11T18:00:00Z,2016,8,Thursday,18,Part Three,HEATH ST,42.32609148,-71.1049222,"(42.32609148, -71.10492220)"
I162070493,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,FALSE,2016-08-29T20:30:00Z,2016,8,Monday,20,Part One,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I172107272,619,Larceny,LARCENY ALL OTHERS,A1,121,FALSE,2017-12-30T02:29:00Z,2017,12,Saturday,2,Part One,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I152070543,3301,Verbal Disputes,VERBAL DISPUTE,B2,325,FALSE,2015-08-25T16:24:00Z,2015,8,Tuesday,16,Part Three,QUINCY ST,42.31332153,-71.07591511,"(42.31332153, -71.07591511)"
I182043311,613,Larceny,LARCENY SHOPLIFTING,D4,627,FALSE,2018-06-05T10:20:00Z,2018,6,Tuesday,10,Part One,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
I162060734,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,279,FALSE,2016-07-29T17:18:00Z,2016,7,Friday,17,Part Two,DUDLEY ST,42.328597,-71.08274741,"(42.32859700, -71.08274741)"
I162068784,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E18,503,FALSE,2016-08-24T16:42:00Z,2016,8,Wednesday,16,Part Two,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
I182059424,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,520,FALSE,2018-07-27T22:11:00Z,2018,7,Friday,22,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I162025023,3301,Verbal Disputes,VERBAL DISPUTE,B3,943,FALSE,2016-03-31T21:55:00Z,2016,3,Thursday,21,Part Three,STANDARD ST,42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
I182068199,3114,Investigate Property,INVESTIGATE PROPERTY,C11,396,FALSE,2018-08-25T16:45:00Z,2018,8,Saturday,16,Part Three,CHEVERUS RD,42.29202523,-71.06321541,"(42.29202523, -71.06321541)"
I162061684,3301,Verbal Disputes,VERBAL DISPUTE,E13,303,FALSE,2016-08-01T21:32:00Z,2016,8,Monday,21,Part Three,BRAGDON ST,42.31925844,-71.10003222,"(42.31925844, -71.10003222)"
I162074167,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,D4,624,FALSE,2016-09-11T16:34:00Z,2016,9,Sunday,16,Part Two,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I162054400,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A1,101,FALSE,2016-07-08T17:40:00Z,2016,7,Friday,17,Part Three,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182037608,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,691,FALSE,2018-05-17T18:53:00Z,2018,5,Thursday,18,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182064789,617,Larceny,LARCENY THEFT FROM BUILDING,B2,301,FALSE,2018-08-10T08:00:00Z,2018,8,Friday,8,Part One,HIGHLAND ST,42.3232004,-71.09508128,"(42.32320040, -71.09508128)"
I172011678,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,304,FALSE,2017-02-12T23:06:00Z,2017,2,Sunday,23,Part Three,DIMOCK ST,42.31949779,-71.09707352,"(42.31949779, -71.09707352)"
I172018796,619,Larceny,LARCENY ALL OTHERS,A1,NA,FALSE,2017-03-09T15:27:00Z,2017,3,Thursday,15,Part One,NA,NA,NA,"(0.00000000, 0.00000000)"
I162103144,2632,Evading Fare,EVADING FARE,C11,362,FALSE,2016-12-19T08:45:00Z,2016,12,Monday,8,Part Two,WASHINGTON ST,42.29307537,-71.07183785,"(42.29307537, -71.07183785)"
I162053177,3115,Investigate Person,INVESTIGATE PERSON,D4,157,FALSE,2016-07-04T23:00:00Z,2016,7,Monday,23,Part Three,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I152066576,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,A7,26,FALSE,2015-08-12T07:00:00Z,2015,8,Wednesday,7,Part Three,BORDER ST,42.38166501,-71.04030314,"(42.38166501, -71.04030314)"
I162020655,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,944,FALSE,2016-03-16T19:01:00Z,2016,3,Wednesday,19,Part Three,AMES WAY,42.28965805,-71.08634397,"(42.28965805, -71.08634397)"
I172056241,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,117,FALSE,2017-07-12T02:18:00Z,2017,7,Wednesday,2,Part Three,WASHINGTON ST,42.35123006,-71.06289921,"(42.35123006, -71.06289921)"
I182052006,1402,Vandalism,VANDALISM,D14,NA,FALSE,2018-07-02T18:00:00Z,2018,7,Monday,18,Part Two,ALLSTON ST,NA,NA,"(0.00000000, 0.00000000)"
I162016317,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,41,FALSE,2016-03-01T09:15:00Z,2016,3,Tuesday,9,Part Three,PROSPECT ST,42.37573623,-71.05813797,"(42.37573623, -71.05813797)"
I162005215,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,456,FALSE,2016-01-20T00:15:00Z,2016,1,Wednesday,0,Part Three,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I172003430,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,D14,752,FALSE,2017-01-13T14:37:00Z,2017,1,Friday,14,Part Three,LANGLEY RD,42.34936718,-71.16554188,"(42.34936718, -71.16554188)"
I152064522,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,291,FALSE,2015-08-04T21:02:00Z,2015,8,Tuesday,21,Part One,CEDAR ST,42.32720581,-71.09414427,"(42.32720581, -71.09414427)"
I172029357,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,513,FALSE,2017-04-12T14:00:00Z,2017,4,Wednesday,14,Part Two,SUMMIT ST,42.25178013,-71.11001188,"(42.25178013, -71.11001188)"
I162049940,3501,Missing Person Reported,MISSING PERSON,E13,607,FALSE,2016-06-23T00:00:00Z,2016,6,Thursday,0,Part Three,ARCOLA ST,42.32470968,-71.10880411,"(42.32470968, -71.10880411)"
I162033547,3114,Investigate Property,INVESTIGATE PROPERTY,D4,NA,FALSE,2016-04-30T16:26:00Z,2016,4,Saturday,16,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172098426,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,263,FALSE,2017-11-26T22:52:00Z,2017,11,Sunday,22,Part Three,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I182074407,3301,Verbal Disputes,VERBAL DISPUTE,B3,418,FALSE,2018-09-15T08:27:00Z,2018,9,Saturday,8,Part Three,SELDEN ST,42.28089366,-71.08037468,"(42.28089366, -71.08037468)"
I172097126,1402,Vandalism,VANDALISM,C11,335,FALSE,2017-11-21T12:30:00Z,2017,11,Tuesday,12,Part Two,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)"
I162036033,2648,Bomb Hoax,BOMB THREAT,A1,NA,FALSE,2016-05-09T07:56:00Z,2016,5,Monday,7,Part Two,BOSTON AVE,NA,NA,"(0.00000000, 0.00000000)"
I152055845,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A15,NA,FALSE,2015-07-06T17:45:00Z,2015,7,Monday,17,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172020162,3301,Verbal Disputes,VERBAL DISPUTE,B3,435,FALSE,2017-03-14T20:06:00Z,2017,3,Tuesday,20,Part Three,CLARIDGE TER,42.28779949,-71.07574114,"(42.28779949, -71.07574114)"
I172059334,724,Auto Theft,AUTO THEFT,B3,435,FALSE,2017-07-22T00:31:00Z,2017,7,Saturday,0,Part One,WENTWORTH ST,42.28757867,-71.0752731,"(42.28757867, -71.07527310)"
I172020070,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,388,FALSE,2017-03-14T11:43:00Z,2017,3,Tuesday,11,Part Three,DORCHESTER AVE,42.2783992,-71.06636305,"(42.27839920, -71.06636305)"
I172012993,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,951,FALSE,2017-02-17T09:39:00Z,2017,2,Friday,9,Part Three,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
I182039367,3410,Towed,TOWED MOTOR VEHICLE,C6,NA,FALSE,2018-05-23T12:16:00Z,2018,5,Wednesday,12,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I152063189,613,Larceny,LARCENY SHOPLIFTING,D4,138,FALSE,2015-07-31T12:15:00Z,2015,7,Friday,12,Part One,RING RD,42.34813158,-71.08027002,"(42.34813158, -71.08027002)"
I172046473,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,E13,640,FALSE,2017-06-11T14:56:00Z,2017,6,Sunday,14,Part Three,LAWNDALE TER,42.31356417,-71.10622014,"(42.31356417, -71.10622014)"
I152096629,3115,Investigate Person,INVESTIGATE PERSON,D14,778,FALSE,2015-11-21T08:45:00Z,2015,11,Saturday,8,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
